"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
1,2017-10-07,"Duquesne (PA)","Wagner (NY)",38,0,1
1,2017-10-14,"Duquesne (PA)","Robert Morris (PA)",51,14,0
1,2017-10-21,"Duquesne (PA)","Saint Francis (PA)",24,7,1
1,2017-10-28,"Duquesne (PA)","Sacred Heart (CT)",37,21,0
0,2017-11-04,"Duquesne (PA)","Liberty (VA)",24,27,0
0,2017-11-11,"Duquesne (PA)","Central Connecticut St.",27,28,1
0,2017-11-18,"Duquesne (PA)","Bryant (RI)",29,38,0
1,2017-09-02,"Robert Morris (PA)","Dayton (OH)",13,10,1
0,2017-09-09,"Robert Morris (PA)","Youngstown St. (OH)",0,30,0
1,2017-09-16,"Robert Morris (PA)","Virginia Military Institute",23,0,1
0,2017-09-23,"Robert Morris (PA)","North Dakota St.",0,56,0
0,2017-10-07,"Robert Morris (PA)","East Tennessee St.",3,16,0
0,2017-10-14,"Robert Morris (PA)","Duquesne (PA)",14,51,1
0,2017-10-21,"Robert Morris (PA)","Sacred Heart (CT)",14,21,1
0,2017-10-28,"Robert Morris (PA)","Saint Francis (PA)",7,36,0
0,2017-11-04,"Robert Morris (PA)","Wagner (NY)",7,27,0
0,2017-11-11,"Robert Morris (PA)","Bryant (RI)",17,42,1
0,2017-11-18,"Robert Morris (PA)","Central Connecticut St.",14,42,0
1,2017-09-02,"Sacred Heart (CT)","Stetson (FL)",42,3,1
1,2017-09-09,"Sacred Heart (CT)","Lafayette (PA)",38,24,0
0,2017-09-16,"Sacred Heart (CT)","SUNY-Stony Brook (NY)",7,45,0
0,2017-09-23,"Sacred Heart (CT)","Bucknell (PA)",31,34,0
0,2017-09-30,"Sacred Heart (CT)","Central Connecticut St.",15,26,1
0,2017-10-14,"Sacred Heart (CT)","Dartmouth (NH)",26,29,1
1,2017-10-21,"Sacred Heart (CT)","Robert Morris (PA)",21,14,0
0,2017-10-28,"Sacred Heart (CT)","Duquesne (PA)",21,37,1
0,2017-11-04,"Sacred Heart (CT)","Bryant (RI)",45,48,0
1,2017-11-11,"Sacred Heart (CT)","Saint Francis (PA)",16,7,0
0,2017-11-18,"Sacred Heart (CT)","Wagner (NY)",15,28,1
0,2017-09-09,"Wagner (NY)","Saint Francis (PA)",6,31,0
0,2017-09-16,"Wagner (NY)","Columbia (NY)",14,17,0
0,2017-09-23,"Wagner (NY)","Western Michigan",14,49,0
1,2017-09-30,"Wagner (NY)","Lehigh (PA)",37,20,1
0,2017-10-07,"Wagner (NY)","Duquesne (PA)",0,38,0
0,2017-10-14,"Wagner (NY)","Central Connecticut St.",45,51,1
0,2017-10-28,"Wagner (NY)","Bryant (RI)",16,31,1
1,2017-11-04,"Wagner (NY)","Robert Morris (PA)",27,7,1
0,2017-11-11,"Wagner (NY)","SUNY-Stony Brook (NY)",10,38,0
1,2017-11-18,"Wagner (NY)","Sacred Heart (CT)",28,15,0
0,2017-08-31,"Austin Peay St. (TN)","Cincinnati (OH)",14,26,0
0,2017-09-09,"Austin Peay St. (TN)","Miami (OH)",10,31,0
1,2017-09-16,"Austin Peay St. (TN)","Morehead St. (KY)",69,13,1
1,2017-09-23,"Austin Peay St. (TN)","Murray St. (KY)",27,7,0
1,2017-09-30,"Austin Peay St. (TN)","Tennessee-Martin",7,0,1
0,2017-10-07,"Austin Peay St. (TN)","Jacksonville St. (AL)",14,34,1
1,2017-10-14,"Austin Peay St. (TN)","Tennessee St.",21,17,0
1,2017-10-21,"Austin Peay St. (TN)","Southeast Missouri St.",38,31,1
0,2017-10-28,"Austin Peay St. (TN)","Central Florida",33,73,0
1,2017-11-04,"Austin Peay St. (TN)","Tennessee Tech",35,28,0
1,2017-11-11,"Austin Peay St. (TN)","Eastern Kentucky",31,24,0
1,2017-11-18,"Austin Peay St. (TN)","Eastern Illinois",28,13,1
1,2017-09-02,"North Dakota St.","Mississippi Valley St.",72,7,1
1,2017-09-09,"North Dakota St.","Eastern Washington",40,13,0
1,2017-09-23,"North Dakota St.","Robert Morris (PA)",56,0,1
1,2017-09-30,"North Dakota St.","Missouri St.",38,11,1
1,2017-10-07,"North Dakota St.","Indiana St.",52,0,0
1,2017-10-14,"North Dakota St.","Youngstown St. (OH)",27,24,0
1,2017-10-21,"North Dakota St.","Western Illinois",24,12,1
1,2017-10-28,"North Dakota St.","Northern Iowa",30,14,1
0,2017-11-04,"North Dakota St.","South Dakota St.",21,33,0
1,2017-11-11,"North Dakota St.","South Dakota",49,14,1
1,2017-11-18,"North Dakota St.","Illinois St.",20,7,0
1,2017-12-02,"North Dakota St.","San Diego (CA)",38,3,1
1,2017-12-09,"North Dakota St.","Wofford (SC)",42,10,1
1,2017-12-15,"North Dakota St.","Sam Houston St. (TX)",55,13,1
1,2017-01-06,"North Dakota St.","James Madison (VA)",17,13,1
0,2017-09-02,"Southeast Missouri St.","Kansas",16,38,0
0,2017-09-09,"Southeast Missouri St.","Dayton (OH)",23,25,0
0,2017-09-16,"Southeast Missouri St.","Southern Illinois",17,35,1
0,2017-09-23,"Southeast Missouri St.","Eastern Illinois",16,19,0
1,2017-09-30,"Southeast Missouri St.","Eastern Kentucky",29,10,1
1,2017-10-14,"Southeast Missouri St.","Tennessee Tech",31,3,1
0,2017-10-21,"Southeast Missouri St.","Austin Peay St. (TN)",31,38,0
0,2017-10-28,"Southeast Missouri St.","Jacksonville St. (AL)",7,23,0
0,2017-11-04,"Southeast Missouri St.","Tennessee-Martin",14,16,1
0,2017-11-11,"Southeast Missouri St.","Tennessee St.",20,23,0
1,2017-11-18,"Southeast Missouri St.","Murray St. (KY)",21,10,1
1,2017-08-31,"Tennessee St.","Georgia St.",17,10,0
1,2017-09-09,"Tennessee St.","Jackson St. (MS)",17,15,1
1,2017-09-16,"Tennessee St.","Florida A&M",24,13,1
0,2017-09-23,"Tennessee St.","Tennessee-Martin",16,31,0
0,2017-09-30,"Tennessee St.","Eastern Illinois",16,19,1
1,2017-10-07,"Tennessee St.","Eastern Kentucky",45,21,0
0,2017-10-14,"Tennessee St.","Austin Peay St. (TN)",17,21,1
0,2017-10-28,"Tennessee St.","Tennessee Tech",26,30,0
1,2017-11-11,"Tennessee St.","Southeast Missouri St.",23,20,1
0,2017-11-16,"Tennessee St.","Jacksonville St. (AL)",6,36,0
1,2017-08-31,"Eastern Illinois","Indiana St.",22,20,0
0,2017-09-09,"Eastern Illinois","Northern Illinois",10,38,0
0,2017-09-16,"Eastern Illinois","Illinois St.",13,44,1
1,2017-09-23,"Eastern Illinois","Southeast Missouri St.",19,16,1
1,2017-09-30,"Eastern Illinois","Tennessee St.",19,16,0
1,2017-10-07,"Eastern Illinois","Tennessee Tech",24,23,1
1,2017-10-14,"Eastern Illinois","Murray St. (KY)",27,24,0
0,2017-10-21,"Eastern Illinois","Jacksonville St. (AL)",14,30,1
0,2017-10-28,"Eastern Illinois","Tennessee-Martin",10,27,0
1,2017-11-04,"Eastern Illinois","Eastern Kentucky",23,20,1
0,2017-11-18,"Eastern Illinois","Austin Peay St. (TN)",13,28,0
0,2017-09-02,"Eastern Kentucky","Western Kentucky",17,31,0
0,2017-09-09,"Eastern Kentucky","Kentucky",16,27,0
1,2017-09-23,"Eastern Kentucky","Tennessee Tech",24,21,1
0,2017-09-30,"Eastern Kentucky","Southeast Missouri St.",10,29,0
0,2017-10-07,"Eastern Kentucky","Tennessee St.",21,45,1
0,2017-10-14,"Eastern Kentucky","Jacksonville St. (AL)",25,41,0
1,2017-10-21,"Eastern Kentucky","Tennessee-Martin",31,21,1
1,2017-10-28,"Eastern Kentucky","Murray St. (KY)",26,13,0
0,2017-11-04,"Eastern Kentucky","Eastern Illinois",20,23,0
0,2017-11-11,"Eastern Kentucky","Austin Peay St. (TN)",24,31,1
1,2017-11-18,"Eastern Kentucky","Saint Francis (PA)",14,10,1
1,2017-09-09,"Saint Francis (PA)","Wagner (NY)",31,6,1
0,2017-09-16,"Saint Francis (PA)","Towson (MD)",14,16,1
1,2017-09-30,"Saint Francis (PA)","Liberty (VA)",13,7,0
0,2017-10-07,"Saint Francis (PA)","Presbyterian (SC)",14,26,0
1,2017-10-14,"Saint Francis (PA)","Bryant (RI)",30,14,0
0,2017-10-21,"Saint Francis (PA)","Duquesne (PA)",7,24,0
1,2017-10-28,"Saint Francis (PA)","Robert Morris (PA)",36,7,1
0,2017-11-04,"Saint Francis (PA)","Central Connecticut St.",10,28,0
0,2017-11-11,"Saint Francis (PA)","Sacred Heart (CT)",7,16,1
0,2017-11-18,"Saint Francis (PA)","Eastern Kentucky",10,14,0
1,2017-08-26,"Jacksonville St. (AL)","Tennessee-Chattanooga",27,13,1
0,2017-09-09,"Jacksonville St. (AL)","Georgia Tech",10,37,0
1,2017-09-23,"Jacksonville St. (AL)","Liberty (VA)",31,10,1
1,2017-09-30,"Jacksonville St. (AL)","Tennessee Tech",34,7,0
1,2017-10-07,"Jacksonville St. (AL)","Austin Peay St. (TN)",34,14,0
1,2017-10-14,"Jacksonville St. (AL)","Eastern Kentucky",41,25,1
1,2017-10-21,"Jacksonville St. (AL)","Eastern Illinois",30,14,0
1,2017-10-28,"Jacksonville St. (AL)","Southeast Missouri St.",23,7,1
1,2017-11-04,"Jacksonville St. (AL)","Murray St. (KY)",59,23,1
1,2017-11-11,"Jacksonville St. (AL)","Tennessee-Martin",14,7,0
1,2017-11-16,"Jacksonville St. (AL)","Tennessee St.",36,6,1
0,2017-12-02,"Jacksonville St. (AL)","Kennesaw St. (GA)",7,17,1
0,2017-09-09,"Murray St. (KY)","Central Arkansas",13,41,1
0,2017-09-16,"Murray St. (KY)","Missouri St.",21,28,0
0,2017-09-23,"Murray St. (KY)","Austin Peay St. (TN)",7,27,1
0,2017-09-30,"Murray St. (KY)","Louisville (KY)",10,55,0
1,2017-10-07,"Murray St. (KY)","Tennessee-Martin",13,10,0
0,2017-10-14,"Murray St. (KY)","Eastern Illinois",24,27,1
0,2017-10-28,"Murray St. (KY)","Eastern Kentucky",13,26,1
0,2017-11-04,"Murray St. (KY)","Jacksonville St. (AL)",23,59,0
1,2017-11-11,"Murray St. (KY)","Tennessee Tech",31,21,1
0,2017-11-18,"Murray St. (KY)","Southeast Missouri St.",10,21,0
0,2017-09-09,"Tennessee-Martin","Mississippi",23,45,0
1,2017-09-16,"Tennessee-Martin","Tennessee-Chattanooga",21,7,0
1,2017-09-23,"Tennessee-Martin","Tennessee St.",31,16,1
0,2017-09-30,"Tennessee-Martin","Austin Peay St. (TN)",0,7,0
0,2017-10-07,"Tennessee-Martin","Murray St. (KY)",10,13,1
0,2017-10-21,"Tennessee-Martin","Eastern Kentucky",21,31,0
1,2017-10-28,"Tennessee-Martin","Eastern Illinois",27,10,1
1,2017-11-04,"Tennessee-Martin","Southeast Missouri St.",16,14,0
0,2017-11-11,"Tennessee-Martin","Jacksonville St. (AL)",7,14,1
1,2017-11-18,"Tennessee-Martin","Tennessee Tech",24,0,0
1,2017-09-02,"Bucknell (PA)","Marist (NY)",45,6,1
0,2017-09-09,"Bucknell (PA)","Holy Cross (MA)",0,20,1
0,2017-09-16,"Bucknell (PA)","William & Mary (VA)",9,30,0
1,2017-09-23,"Bucknell (PA)","Sacred Heart (CT)",34,31,1
0,2017-09-30,"Bucknell (PA)","Monmouth (NJ)",13,35,1
1,2017-10-14,"Bucknell (PA)","Cornell (NY)",26,18,0
1,2017-10-21,"Bucknell (PA)","Lafayette (PA)",13,7,0
0,2017-10-28,"Bucknell (PA)","Colgate (NY)",3,40,0
0,2017-11-04,"Bucknell (PA)","Lehigh (PA)",21,42,1
1,2017-11-11,"Bucknell (PA)","Georgetown (DC)",12,0,1
0,2017-11-18,"Bucknell (PA)","Fordham (NY)",9,20,0
1,2017-08-26,"Colgate (NY)","Cal Poly-San Luis Obispo",20,14,0
0,2017-09-09,"Colgate (NY)","Richmond (VA)",17,20,1
0,2017-09-16,"Colgate (NY)","Buffalo (NY)",10,33,0
0,2017-09-23,"Colgate (NY)","Furman (SC)",14,45,1
1,2017-09-30,"Colgate (NY)","Cornell (NY)",21,7,0
0,2017-10-07,"Colgate (NY)","Lehigh (PA)",38,41,1
1,2017-10-14,"Colgate (NY)","Fordham (NY)",38,12,1
1,2017-10-21,"Colgate (NY)","Holy Cross (MA)",45,7,0
1,2017-10-28,"Colgate (NY)","Bucknell (PA)",40,3,1
1,2017-11-11,"Colgate (NY)","Lafayette (PA)",27,0,0
1,2017-11-18,"Colgate (NY)","Georgetown (DC)",35,10,0
0,2017-09-01,"Fordham (NY)","Army (NY)",6,64,0
1,2017-09-09,"Fordham (NY)","Central Connecticut St.",38,31,0
0,2017-09-16,"Fordham (NY)","Eastern Washington",21,56,1
0,2017-09-23,"Fordham (NY)","Bryant (RI)",40,45,0
0,2017-09-30,"Fordham (NY)","Yale (CT)",10,41,1
0,2017-10-07,"Fordham (NY)","Lafayette (PA)",10,14,0
0,2017-10-14,"Fordham (NY)","Colgate (NY)",12,38,0
1,2017-10-21,"Fordham (NY)","Georgetown (DC)",17,9,0
1,2017-10-28,"Fordham (NY)","Lehigh (PA)",45,35,1
0,2017-11-04,"Fordham (NY)","Holy Cross (MA)",20,42,1
1,2017-11-18,"Fordham (NY)","Bucknell (PA)",20,9,1
0,2017-09-02,"Lafayette (PA)","Monmouth (NJ)",12,31,0
0,2017-09-09,"Lafayette (PA)","Sacred Heart (CT)",24,38,1
0,2017-09-16,"Lafayette (PA)","Villanova (PA)",0,59,0
0,2017-09-23,"Lafayette (PA)","Princeton (NJ)",17,38,1
1,2017-09-30,"Lafayette (PA)","Holy Cross (MA)",10,7,0
1,2017-10-07,"Lafayette (PA)","Fordham (NY)",14,10,1
0,2017-10-14,"Lafayette (PA)","Harvard (MA)",10,38,0
0,2017-10-21,"Lafayette (PA)","Bucknell (PA)",7,13,1
1,2017-11-04,"Lafayette (PA)","Georgetown (DC)",7,0,0
0,2017-11-11,"Lafayette (PA)","Colgate (NY)",0,27,1
0,2017-11-18,"Lafayette (PA)","Lehigh (PA)",31,38,0
0,2017-08-31,"Holy Cross (MA)","Connecticut",20,27,0
1,2017-09-09,"Holy Cross (MA)","Bucknell (PA)",20,0,0
1,2017-09-16,"Holy Cross (MA)","New Hampshire",51,26,1
0,2017-09-23,"Holy Cross (MA)","Dartmouth (NH)",26,27,0
0,2017-09-30,"Holy Cross (MA)","Lafayette (PA)",7,10,1
0,2017-10-07,"Holy Cross (MA)","Monmouth (NJ)",36,48,1
0,2017-10-14,"Holy Cross (MA)","Yale (CT)",0,32,0
0,2017-10-21,"Holy Cross (MA)","Colgate (NY)",7,45,1
1,2017-10-28,"Holy Cross (MA)","Georgetown (DC)",24,10,1
1,2017-11-04,"Holy Cross (MA)","Fordham (NY)",42,20,0
0,2017-11-11,"Holy Cross (MA)","Lehigh (PA)",21,34,0
0,2017-09-02,"Lehigh (PA)","Villanova (PA)",35,38,1
0,2017-09-09,"Lehigh (PA)","Monmouth (NJ)",27,46,0
0,2017-09-16,"Lehigh (PA)","Yale (CT)",28,56,1
0,2017-09-23,"Lehigh (PA)","Pennsylvania",47,65,1
0,2017-09-30,"Lehigh (PA)","Wagner (NY)",20,37,0
1,2017-10-07,"Lehigh (PA)","Colgate (NY)",41,38,0
1,2017-10-14,"Lehigh (PA)","Georgetown (DC)",54,35,1
0,2017-10-28,"Lehigh (PA)","Fordham (NY)",35,45,0
1,2017-11-04,"Lehigh (PA)","Bucknell (PA)",42,21,0
1,2017-11-11,"Lehigh (PA)","Holy Cross (MA)",34,21,1
1,2017-11-18,"Lehigh (PA)","Lafayette (PA)",38,31,1
0,2017-11-25,"Lehigh (PA)","SUNY-Stony Brook (NY)",29,59,0
0,2017-09-09,"Campbell (NC)","Georgetown (DC)",10,16,1
0,2017-09-16,"Campbell (NC)","Presbyterian (SC)",16,28,0
1,2017-09-23,"Campbell (NC)","Stetson (FL)",49,21,0
1,2017-09-30,"Campbell (NC)","Morehead St. (KY)",38,0,1
1,2017-10-07,"Campbell (NC)","Valparaiso (IN)",49,10,1
1,2017-10-14,"Campbell (NC)","Dayton (OH)",17,7,0
0,2017-10-21,"Campbell (NC)","Butler (IN)",23,37,0
0,2017-10-28,"Campbell (NC)","Jacksonville (FL)",48,54,1
1,2017-11-04,"Campbell (NC)","Davidson (NC)",42,29,0
0,2017-11-11,"Campbell (NC)","Drake (IA)",10,45,1
0,2017-09-09,"Davidson (NC)","Western Carolina (NC)",17,63,0
0,2017-09-30,"Davidson (NC)","Marist (NY)",9,31,1
0,2017-10-07,"Davidson (NC)","Jacksonville (FL)",21,35,0
0,2017-10-14,"Davidson (NC)","Stetson (FL)",17,28,0
0,2017-10-21,"Davidson (NC)","Dayton (OH)",22,48,1
0,2017-10-28,"Davidson (NC)","Drake (IA)",12,17,0
0,2017-11-04,"Davidson (NC)","Campbell (NC)",29,42,1
0,2017-11-11,"Davidson (NC)","San Diego (CA)",7,63,1
0,2017-11-18,"Davidson (NC)","Morehead St. (KY)",14,21,0
0,2017-09-02,"Butler (IN)","Illinois St.",0,45,0
0,2017-09-23,"Butler (IN)","San Diego (CA)",17,38,0
0,2017-09-30,"Butler (IN)","Drake (IA)",16,27,1
1,2017-10-07,"Butler (IN)","Morehead St. (KY)",44,6,0
1,2017-10-14,"Butler (IN)","Jacksonville (FL)",37,22,1
1,2017-10-21,"Butler (IN)","Campbell (NC)",37,23,1
0,2017-10-28,"Butler (IN)","Dayton (OH)",22,27,0
1,2017-11-04,"Butler (IN)","Stetson (FL)",23,6,0
0,2017-11-11,"Butler (IN)","Valparaiso (IN)",28,36,1
0,2017-08-31,"Tennessee Tech","Western Illinois",14,41,1
0,2017-09-09,"Tennessee Tech","Kennesaw St. (GA)",14,27,0
0,2017-09-16,"Tennessee Tech","Ball St. (IN)",13,28,0
0,2017-09-23,"Tennessee Tech","Eastern Kentucky",21,24,0
0,2017-09-30,"Tennessee Tech","Jacksonville St. (AL)",7,34,1
0,2017-10-07,"Tennessee Tech","Eastern Illinois",23,24,0
0,2017-10-14,"Tennessee Tech","Southeast Missouri St.",3,31,0
1,2017-10-28,"Tennessee Tech","Tennessee St.",30,26,1
0,2017-11-04,"Tennessee Tech","Austin Peay St. (TN)",28,35,1
0,2017-11-11,"Tennessee Tech","Murray St. (KY)",21,31,0
0,2017-11-18,"Tennessee Tech","Tennessee-Martin",0,24,1
0,2017-09-02,"Dayton (OH)","Robert Morris (PA)",10,13,0
1,2017-09-09,"Dayton (OH)","Southeast Missouri St.",25,23,1
0,2017-09-16,"Dayton (OH)","Duquesne (PA)",23,28,1
0,2017-09-23,"Dayton (OH)","Morehead St. (KY)",28,34,0
0,2017-09-30,"Dayton (OH)","San Diego (CA)",7,23,1
1,2017-10-07,"Dayton (OH)","Drake (IA)",20,10,0
0,2017-10-14,"Dayton (OH)","Campbell (NC)",7,17,1
1,2017-10-21,"Dayton (OH)","Davidson (NC)",48,22,0
1,2017-10-28,"Dayton (OH)","Butler (IN)",27,22,1
1,2017-11-04,"Dayton (OH)","Marist (NY)",36,17,1
0,2017-11-18,"Dayton (OH)","Valparaiso (IN)",7,8,0
0,2017-08-31,"Jacksonville (FL)","Mercer (GA)",7,48,0
1,2017-09-23,"Jacksonville (FL)","Marist (NY)",44,37,0
1,2017-10-07,"Jacksonville (FL)","Davidson (NC)",35,21,1
0,2017-10-14,"Jacksonville (FL)","Butler (IN)",22,37,0
0,2017-10-21,"Jacksonville (FL)","San Diego (CA)",10,63,1
1,2017-10-28,"Jacksonville (FL)","Campbell (NC)",54,48,0
1,2017-11-04,"Jacksonville (FL)","Valparaiso (IN)",20,17,1
1,2017-11-11,"Jacksonville (FL)","Stetson (FL)",13,10,1
0,2017-11-18,"Jacksonville (FL)","Drake (IA)",7,52,0
0,2017-09-02,"Marist (NY)","Bucknell (PA)",6,45,0
1,2017-09-09,"Marist (NY)","Stetson (FL)",38,17,1
1,2017-09-16,"Marist (NY)","Georgetown (DC)",14,12,0
0,2017-09-23,"Marist (NY)","Jacksonville (FL)",37,44,1
1,2017-09-30,"Marist (NY)","Davidson (NC)",31,9,0
0,2017-10-07,"Marist (NY)","Columbia (NY)",17,41,1
0,2017-10-14,"Marist (NY)","Valparaiso (IN)",15,49,0
0,2017-10-21,"Marist (NY)","Drake (IA)",14,19,1
0,2017-11-04,"Marist (NY)","Dayton (OH)",17,36,0
1,2017-11-11,"Marist (NY)","Morehead St. (KY)",38,31,1
0,2017-11-18,"Marist (NY)","San Diego (CA)",7,35,0
0,2017-09-09,"San Diego (CA)","California-Davis",7,35,0
0,2017-09-16,"San Diego (CA)","Princeton (NJ)",17,27,0
1,2017-09-23,"San Diego (CA)","Butler (IN)",38,17,1
1,2017-09-30,"San Diego (CA)","Dayton (OH)",23,7,0
1,2017-10-14,"San Diego (CA)","Morehead St. (KY)",56,27,1
1,2017-10-21,"San Diego (CA)","Jacksonville (FL)",63,10,0
1,2017-10-28,"San Diego (CA)","Stetson (FL)",48,7,0
1,2017-11-04,"San Diego (CA)","Drake (IA)",45,15,1
1,2017-11-11,"San Diego (CA)","Davidson (NC)",63,7,0
1,2017-11-18,"San Diego (CA)","Marist (NY)",35,7,1
1,2017-11-25,"San Diego (CA)","Northern Arizona",41,10,0
0,2017-12-02,"San Diego (CA)","North Dakota St.",3,38,0
0,2017-09-09,"Morehead St. (KY)","Liberty (VA)",17,58,0
0,2017-09-16,"Morehead St. (KY)","Austin Peay St. (TN)",13,69,0
1,2017-09-23,"Morehead St. (KY)","Dayton (OH)",34,28,1
0,2017-09-30,"Morehead St. (KY)","Campbell (NC)",0,38,0
0,2017-10-07,"Morehead St. (KY)","Butler (IN)",6,44,1
0,2017-10-14,"Morehead St. (KY)","San Diego (CA)",27,56,0
1,2017-10-21,"Morehead St. (KY)","Stetson (FL)",29,26,1
0,2017-10-28,"Morehead St. (KY)","Valparaiso (IN)",32,63,0
0,2017-11-11,"Morehead St. (KY)","Marist (NY)",31,38,0
1,2017-11-18,"Morehead St. (KY)","Davidson (NC)",21,14,1
0,2017-09-02,"Drake (IA)","South Dakota",7,77,1
0,2017-09-16,"Drake (IA)","South Dakota St.",10,51,0
1,2017-09-23,"Drake (IA)","Valparaiso (IN)",38,13,1
1,2017-09-30,"Drake (IA)","Butler (IN)",27,16,0
0,2017-10-07,"Drake (IA)","Dayton (OH)",10,20,1
1,2017-10-21,"Drake (IA)","Marist (NY)",19,14,0
1,2017-10-28,"Drake (IA)","Davidson (NC)",17,12,1
0,2017-11-04,"Drake (IA)","San Diego (CA)",15,45,0
1,2017-11-11,"Drake (IA)","Campbell (NC)",45,10,0
1,2017-11-18,"Drake (IA)","Jacksonville (FL)",52,7,1
0,2017-09-02,"Stetson (FL)","Sacred Heart (CT)",3,42,0
0,2017-09-09,"Stetson (FL)","Marist (NY)",17,38,0
0,2017-09-16,"Stetson (FL)","Dartmouth (NH)",7,38,1
0,2017-09-23,"Stetson (FL)","Campbell (NC)",21,49,1
0,2017-09-30,"Stetson (FL)","Valparaiso (IN)",24,27,0
1,2017-10-07,"Stetson (FL)","Brown (RI)",17,13,1
1,2017-10-14,"Stetson (FL)","Davidson (NC)",28,17,1
0,2017-10-21,"Stetson (FL)","Morehead St. (KY)",26,29,0
0,2017-10-28,"Stetson (FL)","San Diego (CA)",7,48,1
0,2017-11-04,"Stetson (FL)","Butler (IN)",6,23,1
0,2017-11-11,"Stetson (FL)","Jacksonville (FL)",10,13,0
0,2017-09-02,"Valparaiso (IN)","Montana",23,45,0
0,2017-09-09,"Valparaiso (IN)","Duquesne (PA)",40,45,1
0,2017-09-23,"Valparaiso (IN)","Drake (IA)",13,38,0
1,2017-09-30,"Valparaiso (IN)","Stetson (FL)",27,24,1
0,2017-10-07,"Valparaiso (IN)","Campbell (NC)",10,49,0
1,2017-10-14,"Valparaiso (IN)","Marist (NY)",49,15,1
1,2017-10-28,"Valparaiso (IN)","Morehead St. (KY)",63,32,1
0,2017-11-04,"Valparaiso (IN)","Jacksonville (FL)",17,20,0
1,2017-11-11,"Valparaiso (IN)","Butler (IN)",36,28,0
1,2017-11-18,"Valparaiso (IN)","Dayton (OH)",8,7,1
0,2017-09-09,"East Tennessee St.","James Madison (VA)",10,52,0
0,2017-09-16,"East Tennessee St.","Citadel (SC)",25,31,1
1,2017-09-23,"East Tennessee St.","Mercer (GA)",26,23,1
0,2017-09-30,"East Tennessee St.","Furman (SC)",35,56,0
1,2017-10-07,"East Tennessee St.","Robert Morris (PA)",16,3,1
0,2017-10-14,"East Tennessee St.","Western Carolina (NC)",10,49,0
0,2017-10-28,"East Tennessee St.","Wofford (SC)",24,31,1
1,2017-11-04,"East Tennessee St.","Virginia Military Institute",24,6,1
0,2017-11-11,"East Tennessee St.","Samford (AL)",7,42,0
0,2017-11-18,"East Tennessee St.","Tennessee-Chattanooga",3,10,0
1,2017-09-09,"Georgetown (DC)","Campbell (NC)",16,10,0
0,2017-09-16,"Georgetown (DC)","Marist (NY)",12,14,1
0,2017-09-23,"Georgetown (DC)","Columbia (NY)",14,35,0
0,2017-09-30,"Georgetown (DC)","Harvard (MA)",2,41,1
0,2017-10-07,"Georgetown (DC)","Princeton (NJ)",30,50,0
0,2017-10-14,"Georgetown (DC)","Lehigh (PA)",35,54,0
0,2017-10-21,"Georgetown (DC)","Fordham (NY)",9,17,1
0,2017-10-28,"Georgetown (DC)","Holy Cross (MA)",10,24,0
0,2017-11-04,"Georgetown (DC)","Lafayette (PA)",0,7,1
0,2017-11-11,"Georgetown (DC)","Bucknell (PA)",0,12,0
0,2017-11-18,"Georgetown (DC)","Colgate (NY)",10,35,1
0,2017-08-26,"Tennessee-Chattanooga","Jacksonville St. (AL)",13,27,1
0,2017-09-09,"Tennessee-Chattanooga","Louisiana St.",10,45,0
0,2017-09-16,"Tennessee-Chattanooga","Tennessee-Martin",7,21,1
1,2017-09-23,"Tennessee-Chattanooga","Virginia Military Institute",63,7,0
0,2017-09-30,"Tennessee-Chattanooga","Western Carolina (NC)",7,45,1
0,2017-10-07,"Tennessee-Chattanooga","Furman (SC)",17,41,1
0,2017-10-14,"Tennessee-Chattanooga","Mercer (GA)",10,30,0
0,2017-10-21,"Tennessee-Chattanooga","Citadel (SC)",14,20,1
1,2017-10-28,"Tennessee-Chattanooga","Samford (AL)",23,21,0
0,2017-11-04,"Tennessee-Chattanooga","Wofford (SC)",21,24,0
1,2017-11-18,"Tennessee-Chattanooga","East Tennessee St.",10,3,1
0,2017-09-02,"Furman (SC)","Wofford (SC)",23,24,0
0,2017-09-09,"Furman (SC)","Elon (NC)",31,34,1
0,2017-09-16,"Furman (SC)","North Carolina St.",16,49,0
1,2017-09-23,"Furman (SC)","Colgate (NY)",45,14,0
1,2017-09-30,"Furman (SC)","East Tennessee St.",56,35,1
1,2017-10-07,"Furman (SC)","Tennessee-Chattanooga",41,17,0
1,2017-10-14,"Furman (SC)","Virginia Military Institute",42,10,1
1,2017-10-21,"Furman (SC)","Mercer (GA)",28,21,1
1,2017-10-28,"Furman (SC)","Western Carolina (NC)",28,6,0
1,2017-11-11,"Furman (SC)","Citadel (SC)",56,20,1
0,2017-11-18,"Furman (SC)","Samford (AL)",20,26,0
1,2017-11-25,"Furman (SC)","Elon (NC)",28,27,0
0,2017-12-02,"Furman (SC)","Wofford (SC)",10,28,0
1,2017-08-31,"Mercer (GA)","Jacksonville (FL)",48,7,1
0,2017-09-09,"Mercer (GA)","Wofford (SC)",27,28,1
0,2017-09-16,"Mercer (GA)","Auburn (AL)",10,24,0
0,2017-09-23,"Mercer (GA)","East Tennessee St.",23,26,0
1,2017-09-30,"Mercer (GA)","Virginia Military Institute",49,14,1
1,2017-10-07,"Mercer (GA)","Citadel (SC)",24,14,0
1,2017-10-14,"Mercer (GA)","Tennessee-Chattanooga",30,10,1
